City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Bathsheba,BB,2020-08-23 19:28:57,13.22,-59.52,87.8,66,20,11.41
304,Coquimbo,CL,2020-08-23 19:28:57,-29.95,-71.34,57.2,58,90,12.75
305,Garden City,US,2020-08-23 19:24:13,42.33,-83.33,91.4,43,40,6.93
306,Rio Grande,BR,2020-08-23 19:27:26,-32.03,-52.1,68.0,60,0,18.34
307,Esperance,AU,2020-08-23 19:28:57,-33.87,121.9,50.0,100,90,8.05
308,Provideniya,RU,2020-08-23 19:28:57,64.38,-173.3,50.0,81,90,2.24
309,Puerto Quijarro,BO,2020-08-23 19:28:57,-17.78,-57.77,93.34,23,0,4.29
310,Calhoun,US,2020-08-23 19:28:57,42.25,-85.0,86.0,45,40,8.05
311,Kathu,TH,2020-08-23 19:28:57,7.92,98.33,84.0,94,20,1.12
312,Hervey Bay,AU,2020-08-23 19:28:57,-25.3,152.85,51.01,39,0,8.05
313,Souillac,MU,2020-08-23 19:28:57,-20.52,57.52,71.6,73,40,17.22
314,Bilma,NE,2020-08-23 19:28:57,18.69,12.92,93.74,35,1,12.41
315,Nabire,ID,2020-08-23 19:28:57,-3.37,135.48,75.42,87,100,3.69
316,Kapoeta,SS,2020-08-23 19:28:57,4.77,33.59,80.13,52,100,5.08
317,Saint-Francois,FR,2020-08-23 19:25:24,46.42,3.91,64.4,55,0,5.82
318,Detchino,RU,2020-08-23 19:28:58,54.81,36.31,55.4,100,100,2.24
319,Mumbwa,ZM,2020-08-23 19:28:58,-14.98,27.06,67.75,38,84,8.63
320,San Patricio,MX,2020-08-23 19:28:58,19.22,-104.7,91.4,66,40,11.41
321,Uravakonda,IN,2020-08-23 19:28:58,14.95,77.27,76.66,78,100,14.09
322,Muros,ES,2020-08-23 19:25:28,42.78,-9.06,73.99,65,0,8.01
323,Ambilobe,MG,2020-08-23 19:28:58,-13.2,49.05,67.98,77,43,4.09
324,Yuzhno-Sukhokumsk,RU,2020-08-23 19:28:58,44.66,45.64,73.33,33,90,9.78
325,Esmeraldas,BR,2020-08-23 19:28:58,-19.76,-44.31,66.2,67,75,16.11
326,Faanui,PF,2020-08-23 19:28:58,-16.48,-151.75,76.5,78,35,19.89
327,Labuhan,ID,2020-08-23 19:28:58,-6.88,112.21,78.42,78,29,7.07
328,Skjervoy,NO,2020-08-23 19:28:58,70.03,20.97,57.2,93,75,4.7
329,Khilok,RU,2020-08-23 19:28:58,51.37,110.47,51.66,92,100,4.74
330,Ferrol,ES,2020-08-23 19:23:59,43.48,-8.24,69.01,82,0,9.17
331,Horsham,GB,2020-08-23 19:28:58,51.06,-0.33,63.0,63,20,12.75
332,Camacha,PT,2020-08-23 19:28:58,33.08,-16.33,75.2,73,40,12.75
333,Carutapera,BR,2020-08-23 19:28:58,-1.2,-46.02,81.34,80,51,8.1
334,Camalu,MX,2020-08-23 19:28:58,30.85,-116.07,79.84,61,0,7.83
335,Praia,CV,2020-08-23 19:28:58,14.92,-23.51,84.2,70,75,9.17
336,Beaumont,US,2020-08-23 19:28:59,30.09,-94.1,95.0,41,75,9.17
337,Diffa,NE,2020-08-23 19:28:59,13.32,12.61,82.49,63,100,9.62
338,Fairbanks,US,2020-08-23 19:27:10,64.84,-147.72,63.0,72,20,0.4
339,Shirokiy,RU,2020-08-23 19:28:59,49.76,129.52,58.46,90,99,6.8
340,Gambela,ET,2020-08-23 19:28:59,8.25,34.58,73.51,90,100,3.69
341,Okhotsk,RU,2020-08-23 19:28:59,59.38,143.3,44.24,72,17,1.77
342,Buala,SB,2020-08-23 19:25:04,-8.14,159.59,79.7,85,100,9.46
343,Malakal,SS,2020-08-23 19:28:59,9.53,31.66,74.03,91,100,2.89
344,Nizhniy Tsasuchey,RU,2020-08-23 19:28:59,50.52,115.13,55.42,95,92,6.82
345,Nsanje,MW,2020-08-23 19:28:59,-16.92,35.26,69.48,66,26,4.03
346,Hambantota,LK,2020-08-23 19:28:59,6.12,81.12,78.8,100,20,5.82
347,Kupang,ID,2020-08-23 19:28:59,-10.17,123.58,72.05,73,0,7.02
348,Flinders,AU,2020-08-23 19:28:59,-34.58,150.86,48.99,61,0,11.99
349,Meulaboh,ID,2020-08-23 19:28:59,4.14,96.13,77.63,82,100,3.47
350,Saldanha,ZA,2020-08-23 19:28:59,-33.01,17.94,55.4,82,86,5.82
351,Lata,PT,2020-08-23 19:28:59,40.16,-8.33,77.0,69,0,4.0
352,Pochutla,MX,2020-08-23 19:29:00,15.74,-96.47,86.0,70,90,6.44
353,Bedesa,ET,2020-08-23 19:29:00,8.9,40.78,63.1,78,10,6.55
354,Awjilah,LY,2020-08-23 19:29:00,29.11,21.29,82.71,47,0,19.84
355,Piney Green,US,2020-08-23 19:29:00,34.72,-77.32,82.4,74,1,6.93
356,Tilichiki,RU,2020-08-23 19:29:00,60.47,166.1,44.78,85,96,6.11
357,Hit,IQ,2020-08-23 19:29:00,33.64,42.83,88.27,19,0,12.01
358,Bam,IR,2020-08-23 19:29:00,29.11,58.36,94.77,20,80,12.84
359,Beringovskiy,RU,2020-08-23 19:29:00,63.05,179.32,51.87,83,0,4.92
360,Dwarka,IN,2020-08-23 19:25:35,22.24,68.97,82.81,81,100,19.19
361,Puerto Narino,CO,2020-08-23 19:29:00,-3.77,-70.38,71.6,83,90,2.24
362,Coracora,PE,2020-08-23 19:29:00,-15.03,-73.78,62.58,32,30,12.5
363,Kavaratti,IN,2020-08-23 19:29:00,10.57,72.64,82.13,80,88,13.22
364,Tual,ID,2020-08-23 19:29:00,-5.67,132.75,78.4,80,97,18.79
365,Port Hedland,AU,2020-08-23 19:29:00,-20.32,118.57,62.6,51,0,5.82
366,Chaihe,CN,2020-08-23 19:29:00,44.77,129.7,61.63,94,100,2.15
367,Lubao,PH,2020-08-23 19:29:00,14.92,120.55,82.0,94,40,4.7
368,Rudbar,AF,2020-08-23 19:29:00,30.15,62.6,93.7,31,0,15.66
369,Roald,NO,2020-08-23 19:29:00,62.58,6.13,51.8,66,40,12.75
370,Bengkulu,ID,2020-08-23 19:29:01,-3.8,102.27,76.24,87,99,4.74
371,Katete,UG,2020-08-23 19:29:01,-0.78,29.75,70.32,64,95,0.27
372,Ayan,RU,2020-08-23 19:29:01,56.45,138.17,53.51,66,0,5.37
373,Kamojima,JP,2020-08-23 19:29:01,34.07,134.35,78.8,83,40,5.82
374,Roma,US,2020-08-23 19:28:04,43.21,-75.46,87.8,43,1,6.93
375,Birin,NP,2020-08-23 19:25:23,26.89,88.07,63.95,100,16,1.92
376,Banda Aceh,ID,2020-08-23 19:29:01,5.56,95.32,79.79,80,77,6.58
377,Karaton,ID,2020-08-23 19:29:01,-6.34,106.1,78.8,83,20,3.36
378,Joshimath,IN,2020-08-23 19:29:01,30.57,79.57,66.4,61,74,1.1
379,Tabuk,PH,2020-08-23 19:29:01,17.42,121.44,74.14,81,97,3.02
380,Kuusamo,FI,2020-08-23 19:29:01,65.97,29.18,57.2,93,40,12.75
381,Houma,US,2020-08-23 19:27:23,29.6,-90.72,88.0,74,40,11.41
382,Lubu,CN,2020-08-23 19:29:01,23.17,112.28,84.99,99,75,1.5
383,Sao Joao Da Barra,BR,2020-08-23 19:29:02,-21.64,-41.05,71.6,60,40,16.11
384,Daru,PG,2020-08-23 19:29:02,-9.08,143.21,75.16,78,100,12.73
385,Huarmey,PE,2020-08-23 19:29:02,-10.07,-78.15,67.84,62,6,8.41
386,Dvinskoy,RU,2020-08-23 19:29:02,62.15,45.12,60.67,92,100,3.53
387,Eidfjord,NO,2020-08-23 19:29:02,60.47,7.07,48.0,72,2,5.01
388,Grand Island,US,2020-08-23 19:25:16,40.92,-98.34,90.0,48,1,5.82
389,Toyooka,JP,2020-08-23 19:29:02,35.53,134.83,73.99,85,3,2.04
390,Emerald,AU,2020-08-23 19:29:02,-23.53,148.17,46.4,42,27,6.93
391,Ancud,CL,2020-08-23 19:29:02,-41.87,-73.82,52.0,87,90,12.75
392,Abonnema,NG,2020-08-23 19:29:02,4.71,6.79,77.0,94,75,3.36
393,Guiratinga,BR,2020-08-23 19:29:02,-16.35,-53.76,96.64,21,0,0.94
394,Udimskiy,RU,2020-08-23 19:29:02,61.14,45.91,60.13,93,100,5.46
395,Ust-Tsilma,RU,2020-08-23 19:25:48,65.44,52.15,56.46,88,95,4.85
396,Niquero,CU,2020-08-23 19:29:02,20.04,-77.58,87.78,73,91,7.31
397,Inta,RU,2020-08-23 19:29:02,66.03,60.17,44.73,81,0,4.59
398,Sao Pedro Do Sul,BR,2020-08-23 19:29:02,-29.62,-54.18,69.8,46,0,16.11
399,Znamenskoye,RU,2020-08-23 19:29:03,57.13,73.83,49.84,97,7,5.01
400,San Felipe,VE,2020-08-23 19:29:03,10.34,-68.74,85.15,67,31,2.04
401,Goderich,CA,2020-08-23 19:28:31,43.75,-81.72,86.0,84,0,7.99
402,Eppingen,DE,2020-08-23 19:29:03,49.14,8.91,71.01,41,0,6.76
403,Banjarmasin,ID,2020-08-23 19:29:03,-3.32,114.59,73.4,94,0,2.24
404,Abrau-Dyurso,RU,2020-08-23 19:29:03,44.69,37.59,68.0,72,0,6.71
405,Laem Sing,TH,2020-08-23 19:29:03,12.48,102.07,84.99,81,100,9.35
406,Kapit,MY,2020-08-23 19:29:03,2.02,112.93,73.54,94,100,0.74
407,Waingapu,ID,2020-08-23 19:29:03,-9.66,120.26,73.76,84,66,6.15
408,Broome,US,2020-08-23 19:29:03,42.25,-75.83,84.99,57,1,5.82
409,Bayan,CN,2020-08-23 19:29:03,46.08,127.4,63.16,86,100,6.15
410,Te Anau,NZ,2020-08-23 19:29:03,-45.42,167.72,38.59,88,93,1.34
411,Crepy-En-Valois,FR,2020-08-23 19:27:35,49.23,2.89,68.0,55,20,6.93
412,Tuy Hoa,VN,2020-08-23 19:29:03,13.08,109.3,78.33,83,100,6.17
413,Antropovo,RU,2020-08-23 19:29:04,58.4,43.01,60.3,76,100,5.41
414,Brae,GB,2020-08-23 19:29:04,60.4,-1.35,51.8,66,95,11.41
415,Nadym,RU,2020-08-23 19:29:04,65.53,72.52,51.96,87,94,11.88
416,Wharton,US,2020-08-23 19:29:04,29.31,-96.1,93.2,34,40,4.7
417,Mitu,CO,2020-08-23 19:29:04,1.2,-70.17,85.28,52,99,2.89
418,Port Elizabeth,ZA,2020-08-23 19:29:04,-33.92,25.57,60.8,77,54,6.93
419,Paithan,IN,2020-08-23 19:29:04,19.48,75.38,75.2,88,40,6.93
420,Oranjestad,AW,2020-08-23 19:29:04,12.52,-70.03,91.4,52,20,17.22
421,Hobyo,SO,2020-08-23 19:29:04,5.35,48.53,75.88,78,46,25.68
422,Vanimo,PG,2020-08-23 19:29:04,-2.67,141.3,77.41,81,100,4.59
423,Trzebiatow,PL,2020-08-23 19:29:04,54.06,15.26,66.0,61,17,10.49
424,Baymak,RU,2020-08-23 19:29:04,52.59,58.32,50.29,83,5,5.5
425,Pitimbu,BR,2020-08-23 19:26:17,-7.47,-34.81,80.6,65,76,14.99
426,Altamira,BR,2020-08-23 19:29:04,-3.2,-52.21,84.2,62,40,8.05
427,Los Llanos De Aridane,ES,2020-08-23 19:29:04,28.66,-17.92,80.01,78,20,17.22
428,Gazli,UZ,2020-08-23 19:29:05,40.13,63.45,86.58,15,100,16.08
429,Traverse City,US,2020-08-23 19:25:45,44.76,-85.62,86.0,51,75,6.93
430,North Bend,US,2020-08-23 19:25:44,43.41,-124.22,79.0,72,1,8.05
431,Ottawa,CA,2020-08-23 19:28:29,45.41,-75.7,84.0,61,75,2.24
432,Namibe,AO,2020-08-23 19:29:05,-15.2,12.15,66.52,87,71,1.74
433,Kosa,RU,2020-08-23 19:29:05,59.94,55.0,51.26,92,0,1.57
434,Belem,BR,2020-08-23 19:29:05,-1.46,-48.5,78.8,88,75,18.34
435,Vestmanna,FO,2020-08-23 19:25:36,62.16,-7.17,48.2,76,47,10.29
436,Kapurthala,IN,2020-08-23 19:29:05,31.38,75.38,84.2,83,40,7.09
437,Bulakamba,ID,2020-08-23 19:29:05,-6.87,108.96,77.41,82,47,6.38
438,Namatanai,PG,2020-08-23 19:29:05,-3.67,152.43,76.71,88,100,3.78
439,Hays,US,2020-08-23 19:29:05,30.05,-98.03,95.0,48,27,5.01
440,Skorodnoye,RU,2020-08-23 19:29:05,51.07,37.23,66.2,52,92,6.71
441,Somvarpet,IN,2020-08-23 19:29:05,12.6,75.87,67.1,96,100,5.35
442,Pitea,SE,2020-08-23 19:29:05,65.32,21.48,59.0,72,0,8.05
443,Svetlyy,RU,2020-08-23 19:29:05,54.67,20.13,62.6,88,40,4.47
444,Aklavik,CA,2020-08-23 19:29:05,68.22,-135.01,62.6,67,75,11.41
445,Laguna,US,2020-08-23 19:29:05,38.42,-121.42,91.0,29,40,5.82
446,Dongning,CN,2020-08-23 19:29:06,44.06,131.12,62.94,91,82,1.7
447,Wolverhampton,GB,2020-08-23 19:25:04,52.59,-2.12,59.0,74,16,1.01
448,Khanewal,PK,2020-08-23 19:29:06,30.3,71.93,93.2,59,0,9.17
449,Sampit,ID,2020-08-23 19:25:29,-2.53,112.95,73.96,91,0,0.85
450,Namtsy,RU,2020-08-23 19:29:06,62.72,129.67,42.8,70,96,6.71
451,Mehamn,NO,2020-08-23 19:25:28,71.04,27.85,57.2,87,99,3.36
452,Mao,ES,2020-08-23 19:29:06,39.89,4.27,77.0,65,0,6.93
453,Vichy,FR,2020-08-23 19:29:06,46.25,3.58,64.4,55,1,5.82
454,Sola,VU,2020-08-23 19:29:06,-13.88,167.55,78.8,94,75,11.88
455,Kununurra,AU,2020-08-23 19:29:06,-15.77,128.73,59.0,29,0,2.24
456,Van,TR,2020-08-23 19:29:06,38.49,43.38,59.0,62,40,4.7
457,Homer,US,2020-08-23 19:29:06,59.64,-151.55,59.0,82,90,1.77
458,Lethem,GY,2020-08-23 19:29:06,3.38,-59.8,87.1,58,43,3.98
459,Antalaha,MG,2020-08-23 19:29:06,-14.9,50.28,69.06,84,98,8.19
460,Kapuskasing,CA,2020-08-23 19:29:06,49.42,-82.43,69.8,64,40,6.93
461,Pincher Creek,CA,2020-08-23 19:29:07,49.48,-113.95,77.0,25,0,5.82
462,Iquitos,PE,2020-08-23 19:28:17,-3.75,-73.25,71.6,78,90,4.7
463,Ust-Uda,RU,2020-08-23 19:29:07,54.17,103.03,52.21,92,100,2.89
464,Manono,CD,2020-08-23 19:29:07,-7.3,27.42,78.69,38,91,3.69
465,Qasigiannguit,GL,2020-08-23 19:29:07,68.82,-51.19,46.4,52,0,3.36
466,Moshkovo,RU,2020-08-23 19:29:07,55.31,83.61,51.8,100,0,2.24
467,Ico,BR,2020-08-23 19:29:07,-6.4,-38.86,96.98,15,88,6.46
468,Campbell River,CA,2020-08-23 19:29:07,50.02,-125.24,64.4,63,90,6.93
469,Princeton,US,2020-08-23 19:27:01,25.54,-80.41,91.99,70,40,13.87
470,Poitiers,FR,2020-08-23 19:29:07,46.58,0.33,69.8,56,100,8.05
471,Sabha,LY,2020-08-23 19:29:07,27.04,14.43,84.94,19,0,9.42
472,Aleksandrovskoye,RU,2020-08-23 19:29:07,44.71,43.0,59.0,82,0,2.24
473,Ozinki,RU,2020-08-23 19:29:07,51.18,49.68,61.34,64,0,7.23
474,Kamenka,RU,2020-08-23 19:27:16,51.32,42.77,57.99,69,0,4.68
475,Ixtapa,MX,2020-08-23 19:29:07,20.7,-105.2,89.01,62,20,5.82
476,Mayo,US,2020-08-23 19:29:08,38.89,-76.51,91.0,79,1,12.75
477,Dakoro,NE,2020-08-23 19:29:08,14.51,6.76,89.44,45,99,12.82
478,Saint-Louis,SN,2020-08-23 19:29:08,16.33,-15.0,95.0,53,20,4.7
479,Plaster Rock,CA,2020-08-23 19:29:08,46.91,-67.39,78.8,47,40,10.29
480,Agira,IT,2020-08-23 19:29:08,37.66,14.52,82.4,100,5,6.93
481,Dayong,CN,2020-08-23 19:29:08,25.02,118.29,82.4,88,0,4.47
482,La Paz,BO,2020-08-23 19:27:06,-16.5,-68.15,62.6,17,20,16.11
483,Ust-Kuyga,RU,2020-08-23 19:29:08,70.02,135.6,30.34,96,2,6.53
484,Koindu,GN,2020-08-23 19:29:08,8.44,-10.33,71.8,96,100,5.46
485,Tabas,IR,2020-08-23 19:29:08,33.6,56.92,95.0,17,0,4.7
486,Yumen,CN,2020-08-23 19:29:08,40.28,97.2,67.69,25,0,6.78
487,Methoni,GR,2020-08-23 19:29:08,36.82,21.7,84.99,34,0,8.55
488,Bubaque,GW,2020-08-23 19:25:35,11.28,-15.83,80.11,82,57,11.05
489,Olafsvik,IS,2020-08-23 19:29:08,64.89,-23.71,52.09,67,0,7.38
490,Baiao,BR,2020-08-23 19:29:08,-2.79,-49.67,93.85,36,75,1.88
491,Terrasini,IT,2020-08-23 19:29:08,38.15,13.08,82.4,74,0,6.93
492,Biltine,TD,2020-08-23 19:29:08,14.53,20.92,84.69,63,100,8.61
493,Idlib,SY,2020-08-23 19:29:09,35.93,36.63,82.4,45,0,13.87
494,High Level,CA,2020-08-23 19:29:09,58.52,-117.14,59.0,82,90,5.82
495,Hurghada,EG,2020-08-23 19:29:09,27.26,33.81,87.8,52,0,4.7
496,Launceston,AU,2020-08-23 19:29:09,-41.45,147.17,36.0,90,0,0.98
497,Gabriel Leyva Solano,MX,2020-08-23 19:29:09,25.67,-108.64,100.0,44,40,11.41
498,Gasa,PS,2020-08-23 19:29:09,31.5,34.47,82.0,35,0,6.08
499,San Pedro,PH,2020-08-23 19:29:09,14.35,121.02,82.4,83,100,5.82
500,Governador Dix-Sept Rosado,BR,2020-08-23 19:29:09,-5.46,-37.52,88.88,40,72,18.86
501,Mackenzie,CA,2020-08-23 19:29:09,55.3,-123.17,59.0,62,90,9.17
502,San Nicola,IT,2020-08-23 19:29:09,40.61,8.99,77.0,50,0,19.46
503,Guiberoua,CI,2020-08-23 19:29:09,6.24,-6.17,75.43,78,23,4.97
504,La Romana,DO,2020-08-23 19:29:02,18.43,-68.97,86.0,79,90,17.22
505,Opunake,NZ,2020-08-23 19:24:37,-39.46,173.86,52.0,91,96,8.99
506,Ponta Pora,BR,2020-08-23 19:29:09,-22.54,-55.73,73.4,40,0,18.34
507,Russellville,US,2020-08-23 19:29:10,35.28,-93.13,91.4,41,1,5.82
508,Pemangkat,ID,2020-08-23 19:29:10,1.17,108.97,76.01,95,100,11.23
509,Mahajanga,MG,2020-08-23 19:25:30,-15.72,46.32,73.4,73,64,5.82
510,Seoul,KR,2020-08-23 19:27:06,37.57,126.98,77.0,83,90,0.92
511,Bambanglipuro,ID,2020-08-23 19:29:10,-7.95,110.28,73.72,88,44,3.49
512,Nizwa,OM,2020-08-23 19:29:10,22.93,57.53,87.96,49,100,5.75
513,Hengyang,CN,2020-08-23 19:29:10,26.89,112.61,80.94,77,0,3.69
514,Siocon,PH,2020-08-23 19:29:10,7.71,122.14,77.86,78,31,3.76
515,Kieta,PG,2020-08-23 19:29:10,-6.22,155.63,75.83,90,100,4.47
516,Luderitz,NA,2020-08-23 19:29:10,-26.65,15.16,59.77,69,0,12.08
517,Berdigestyakh,RU,2020-08-23 19:29:10,62.1,126.7,38.93,80,0,3.36
518,Chai Badan,TH,2020-08-23 19:29:10,15.2,101.13,81.0,83,100,7.34
519,Alta Floresta,BR,2020-08-23 19:26:17,-9.88,-56.09,96.8,25,0,3.36
520,Las Vegas,US,2020-08-23 19:28:22,36.17,-115.14,102.2,26,1,10.29
521,Port-Gentil,GA,2020-08-23 19:29:10,-0.72,8.78,77.0,83,40,13.44
522,Baherden,TM,2020-08-23 19:29:10,38.44,57.43,83.03,32,0,11.16
523,Borzya,RU,2020-08-23 19:29:10,50.38,116.52,55.67,88,56,1.19
524,Riverton,US,2020-08-23 19:27:10,40.52,-111.94,91.0,29,1,11.41
525,Kenai,US,2020-08-23 19:29:11,60.55,-151.26,62.6,67,90,13.87
526,Birjand,IR,2020-08-23 19:29:11,32.87,59.22,82.4,28,40,9.17
527,Westport,US,2020-08-23 19:29:11,41.14,-73.36,84.99,69,1,9.17
528,Boden,SE,2020-08-23 19:25:28,65.83,21.69,59.0,72,0,8.05
529,Shizunai,JP,2020-08-23 19:25:30,42.33,142.37,65.12,77,23,4.99
530,Mantua,IT,2020-08-23 19:29:11,45.17,10.78,71.01,90,100,5.99
531,Adrar,MR,2020-08-23 19:29:11,20.5,-10.07,106.29,12,53,14.74
532,Camabatela,AO,2020-08-23 19:29:11,-8.19,15.38,66.25,86,100,5.59
533,Panzhihua,CN,2020-08-23 19:29:11,26.59,101.71,71.67,80,100,1.88
534,Huilong,CN,2020-08-23 19:29:11,31.81,121.66,82.99,88,0,1.01
535,La Libertad,EC,2020-08-23 19:29:11,-2.23,-80.9,69.8,83,90,8.05
536,Thinadhoo,MV,2020-08-23 19:29:11,0.53,72.93,83.46,73,36,9.01
537,Nome,US,2020-08-23 19:29:11,64.5,-165.41,53.6,76,90,6.93
538,Aitape,PG,2020-08-23 19:29:11,-3.14,142.35,77.41,79,100,2.26
539,Bagdarin,RU,2020-08-23 19:29:11,54.43,113.6,50.0,92,100,3.98
540,Zalesovo,RU,2020-08-23 19:29:11,53.99,84.74,52.5,93,0,5.39
541,Gejiu,CN,2020-08-23 19:29:12,23.31,103.16,58.89,100,48,2.62
542,Aswan,EG,2020-08-23 19:29:12,24.09,32.91,91.49,19,0,11.86
543,Grand Gaube,MU,2020-08-23 19:29:12,-20.01,57.66,68.0,80,47,5.99
544,Bajil,YE,2020-08-23 19:29:12,15.06,43.29,91.99,48,98,3.65
545,Tumut,AU,2020-08-23 19:29:12,-35.3,148.22,32.43,96,54,0.67
546,Caravelas,BR,2020-08-23 19:25:28,-17.71,-39.25,68.27,85,100,12.21
547,Champerico,GT,2020-08-23 19:29:12,14.3,-91.92,86.0,66,75,11.41
548,Orotukan,RU,2020-08-23 19:29:12,62.27,151.7,31.28,96,95,2.57
549,Mareeba,AU,2020-08-23 19:29:12,-17.0,145.43,57.2,82,0,1.12
550,Husavik,IS,2020-08-23 19:29:12,66.04,-17.34,51.8,71,88,4.7
551,Svetlogorsk,BY,2020-08-23 19:25:33,52.63,29.73,68.54,71,92,7.99
552,Forbes,AU,2020-08-23 19:29:12,-33.38,148.02,36.0,95,1,1.01
553,Sudislavl,RU,2020-08-23 19:29:12,57.88,41.71,61.47,76,100,5.86
554,Rodrigues Alves,BR,2020-08-23 19:29:12,-7.74,-72.65,84.2,51,20,6.93
555,Hofn,IS,2020-08-23 19:29:12,64.25,-15.21,52.3,74,100,3.89
556,Krasnoselkup,RU,2020-08-23 19:29:13,65.7,82.47,48.67,93,82,1.01
557,Esfarayen,IR,2020-08-23 19:29:13,37.08,57.51,69.8,64,0,13.87
558,Tirumullaivasal,IN,2020-08-23 19:29:13,11.23,79.83,81.05,83,8,14.81
559,Barraute,CA,2020-08-23 19:29:13,48.43,-77.63,77.0,44,40,5.82
560,Flin Flon,CA,2020-08-23 19:29:13,54.77,-101.86,71.6,40,75,24.16
561,Portland,US,2020-08-23 19:29:03,45.52,-122.68,73.99,53,1,5.82
562,Tiznit,MA,2020-08-23 19:29:13,29.58,-9.5,91.65,24,56,1.61
563,Rayachoti,IN,2020-08-23 19:29:13,14.05,78.75,79.57,75,100,6.64
564,Sur,OM,2020-08-23 19:29:13,22.57,59.53,79.63,78,99,11.92
565,El Dorado,US,2020-08-23 19:29:13,33.21,-92.67,91.4,46,0,9.17
566,Kars,TR,2020-08-23 19:29:13,40.6,43.09,50.0,76,75,8.05
567,Chagoda,RU,2020-08-23 19:29:13,59.16,35.33,60.35,95,100,4.83
568,Bay Roberts,CA,2020-08-23 19:29:13,47.6,-53.26,71.01,53,0,4.0
569,Isangel,VU,2020-08-23 19:29:13,-19.55,169.27,71.6,94,19,2.24
570,Oksfjord,NO,2020-08-23 19:29:13,70.24,22.35,59.0,100,75,8.05
571,Simplicio Mendes,BR,2020-08-23 19:29:14,-7.85,-41.91,95.94,21,26,9.28
572,Tak,TH,2020-08-23 19:29:14,16.58,98.83,65.61,100,100,4.41
573,Zhanaozen,KZ,2020-08-23 19:29:14,43.3,52.8,68.36,37,100,10.6
574,Ziniare,BF,2020-08-23 19:29:14,12.58,-1.3,86.0,66,40,6.93
575,Huron,US,2020-08-23 19:29:14,41.15,-82.55,86.0,48,75,6.67
